n,p,k,ec,oc,s,zn,fe,cu,mn,b,temperature,humidity,ph,rainfall,crop type
120.0,81.0,134.0,1.49,0.41,0.16,41.39,134.52,13.41,96.6,71.43,27.514084301999997,82.549326978,5.3,106.95068409399998,mango
103.0,87.0,182.0,1.1,0.286,0.25,24.36,182.53,11.75,71.27,52.73,19.520232912,83.997044004,5.1,79.44853046600001,mango
126.0,80.0,161.0,0.74,0.4039999999999999,0.34,47.82,158.95,14.23,63.24,73.14,19.520232912,83.997044004,5.8,79.44853046600001,mango
90.0,77.0,124.0,1.18,0.41400000000000003,0.31,42.9,187.65,12.29,70.65,73.0,26.922762514,79.71722332200001,6.0,97.878475028,mango
129.0,80.0,146.0,1.45,0.39,0.29,26.85,182.3,17.4,83.22,59.76,27.53145766,81.396989212,5.7,103.129999952,mango
129.0,76.0,190.0,0.57,0.41000000000000003,0.33,30.23,178.82,14.35,91.08,53.52,19.520232912,83.997044004,6.5,79.44853046600001,mango
100.0,83.0,170.0,0.71,0.312,0.17,33.82,157.91,18.47,88.5,65.78,19.520232912,83.997044004,6.3,79.44853046600001,mango
109.0,72.0,185.0,0.88,0.35200000000000004,0.27,48.29,179.75,8.99,65.98,74.03,19.520232912,83.997044004,6.1,79.44853046600001,mango
120.0,76.0,124.0,0.5,0.45,0.29,33.21,128.4,14.42,71.42,70.96,27.430041882,81.576119006,4.9,107.43647923399999,mango
123.0,81.0,126.0,1.19,0.41,0.21,49.91,98.48,17.92,79.91,56.88,27.53145766,81.396989212,5.4,103.129999952,mango
100.0,86.0,188.0,1.5,0.28600000000000003,0.34,45.14,107.13,8.16,81.09,52.47,19.520232912,83.997044004,4.5,79.44853046600001,mango
132.0,80.0,156.0,1.09,0.43200000000000005,0.17,26.69,136.22,9.54,53.68,68.39,27.53145766,81.396989212,5.4,103.12999995199998,mango
118.0,74.0,165.0,0.63,0.41,0.34,41.04,132.96,13.95,81.76,71.78,19.520232912,83.997044004,6.6,79.44853046600001,mango
105.0,82.0,195.0,1.18,0.384,0.22,34.64,59.27,15.66,85.65,68.93,19.520232912,83.997044004,6.2,79.44853046600001,mango
148.0,74.0,196.0,0.8,0.43200000000000005,0.31,23.14,147.96,17.92,78.05,67.2,18.843807778000002,83.63557015199999,5.4,80.449446704,mango
121.0,45.0,61.0,0.9,0.21600000000000003,0.189,32.21,132.03,12.01,120.31,29.1,27.461923432000003,88.47425929,6.1,34.775979899999996,mango
124.0,34.0,102.0,0.23,0.4880000000000001,0.132,48.21,143.3,12.3,122.4,48.21,28.724320152,92.047842166,5.6,25.315405238,mango
131.0,24.0,61.0,0.74,0.6100000000000001,0.206,29.4,209.2,30.01,992.78,17.02,28.511518622,92.5860309,6.5,24.781103566000002,mango
126.0,31.0,56.0,0.51,0.332,0.312,25.99,165.2,22.32,302.2,25.21,28.574611830000002,92.65444307599999,6.2,24.652424112,mango
154.0,60.0,68.0,0.11,0.29400000000000004,0.03,38.58,89.54,20.17,124.37,25.3,27.011135346000003,80.93827390999999,6.1,97.95436620199999,grapes
154.0,65.0,88.0,0.15,0.5359999999999999,0.065,32.44,79.73,13.21,45.97,45.9,27.038744408000003,80.97174231599999,6.1,108.03551190199998,grapes
157.0,35.0,62.0,0.2,0.29400000000000004,0.105,38.97,149.89,12.01,98.51,28.68,28.574611830000002,92.65444307599999,5.9,24.652424112,grapes
174.0,35.0,72.0,0.11,0.40800000000000003,0.048,48.97,81.25,24.4,130.27,28.33,27.289064064,90.29402954399998,6.2,38.406496434000005,grapes
154.0,35.0,93.0,0.16,0.604,0.139,45.19,66.39,12.75,54.01,29.05,28.724320152,92.047842166,5.7,25.315405238,grapes
141.0,42.0,76.0,0.15,0.21600000000000003,0.127,47.87,135.09,18.6,145.14,47.91,28.57461183,92.654443076,6.3,24.652424112,grapes
101.0,32.0,91.0,0.12,0.43400000000000005,0.138,42.05,110.32,24.13,51.64,34.34,28.82246369,90.95351238999999,6.1,23.263778081999998,grapes
104.0,63.0,76.0,0.13,0.35600000000000004,0.196,36.44,132.54,16.26,63.94,33.4,27.330585862000003,82.03391883,5.6,111.520034392,grapes
155.0,59.0,62.0,0.13,0.332,0.168,32.12,123.43,21.23,143.6,37.48,26.870868796000003,80.437705442,6.1,98.91592372,grapes
109.0,54.0,67.0,0.2,0.376,0.03,42.2,130.43,12.74,33.9,49.29,27.270646812000003,82.489877506,6.5,110.20097011200001,grapes
175.0,50.0,65.0,0.19,0.29400000000000004,0.068,44.15,96.64,16.92,91.18,46.69,24.09672238,78.700663778,5.6,89.62375549599999,grapes
153.0,66.0,64.0,0.18,0.392,0.086,40.98,54.1,13.77,147.49,46.51,27.5140201,80.672860128,5.8,103.132343296,grapes
145.0,55.0,72.0,0.2,0.294,0.152,39.56,94.31,12.36,126.75,30.38,27.633148830000003,81.90340312400001,5.6,98.209846828,grapes
112.0,36.0,88.0,0.2,0.454,0.154,36.75,147.11,5.97,113.15,44.72,28.888899412,91.34634419199999,6.3,25.640874634,grapes
110.0,48.0,83.0,0.12,0.488,0.048,48.27,108.69,11.69,140.64,39.05,28.593253822,85.306140744,5.5,75.416195408,grapes
143.0,59.0,95.0,0.22,0.488,0.029,45.86,126.22,23.11,66.97,27.25,28.00262854,82.284134556,6.2,103.387109614,grapes
160.0,37.0,74.0,0.16,0.29400000000000004,0.097,38.31,122.51,5.07,112.08,38.49,28.574611830000002,92.65444307599999,5.9,24.652424112,grapes
144.0,43.0,77.0,0.19,0.37,0.084,30.59,109.01,10.38,77.04,25.51,28.57461183,92.65444307599999,6.3,24.652424112,grapes
171.0,44.0,76.0,0.19,0.488,0.165,43.1,99.76,17.05,52.69,26.33,27.811759610000003,90.30332515799999,5.9,29.935999658000004,grapes
132.0,60.0,90.0,0.14,0.352,0.183,40.77,114.52,24.81,145.36,37.36,27.274868906000002,82.34776315799999,5.9,107.022369056,grapes
113.0,32.0,62.0,0.14,0.352,0.156,46.06,73.86,9.51,126.93,26.58,28.957555422000002,91.951379316,5.8,25.849882684,grapes
145.0,43.0,89.0,0.2,0.4119999999999999,0.126,32.96,84.79,5.56,93.06,47.63,28.57461183,92.654443076,5.9,24.652424112,grapes
178.0,43.0,95.0,0.13,0.40800000000000003,0.109,37.66,131.24,14.91,139.98,48.19,28.574611830000002,92.65444307599999,6.2,24.652424112,grapes
103.0,61.0,66.0,0.17,0.376,0.135,33.96,92.74,5.6,40.6,39.59,27.330585862000003,82.03391883,5.6,111.520034392,grapes
138.0,55.0,94.0,0.17,0.608,0.018,38.4,58.74,18.61,39.78,38.75,27.274868906000002,82.34776315799999,5.6,107.022369056,grapes
112.0,44.0,89.0,0.15,0.40800000000000003,0.169,44.93,71.36,23.17,43.41,27.84,29.169730887999997,91.039007274,5.9,25.53217885,grapes
164.0,55.0,94.0,0.14,0.45199999999999996,0.071,33.07,60.24,16.15,99.57,28.04,27.568449577999996,82.581415756,6.4,90.15947914,grapes
112.0,30.0,89.0,0.19,0.37200000000000005,0.058,44.27,100.47,17.96,109.6,27.97,28.810765865999997,91.41053592799999,6.4,25.377113905999998,grapes
115.0,59.0,70.0,0.15,0.21600000000000003,0.037,43.53,97.48,12.9,82.74,49.16,27.270646812000003,82.489877506,6.2,110.20097011200001,grapes
169.0,37.0,69.0,0.23,0.29400000000000004,0.175,39.89,139.12,18.88,106.28,48.73,27.289064064,90.29402954399998,6.0,38.406496434000005,grapes
129.0,69.0,62.0,0.2,0.538,0.026,30.22,70.54,14.83,35.31,47.12,26.980550792000003,81.934232092,5.7,101.92976791599999,grapes
138.0,31.0,90.0,0.22,0.292,0.118,35.25,126.06,10.32,125.6,36.66,28.724320152,92.047842166,5.7,25.315405238,grapes
146.0,37.0,72.0,0.18,0.37,0.155,47.95,121.27,20.66,47.06,38.34,28.574611830000002,92.65444307599999,6.4,24.652424112,grapes
117.0,52.0,70.0,0.12,0.298,0.094,42.06,71.52,13.4,86.25,48.22,27.5047984,82.020639838,6.1,106.26627794600002,grapes
101.0,35.0,93.0,0.17,0.39,0.055,33.22,73.8,20.46,129.76,36.06,28.82246369,90.95351238999999,6.2,23.263778081999998,grapes
110.0,36.0,66.0,0.2,0.4119999999999999,0.177,39.09,58.9,13.75,71.59,43.98,29.19843703,91.39059935,6.5,24.957480546,grapes
127.0,37.0,85.0,0.11,0.31399999999999995,0.074,31.54,105.31,16.91,107.2,28.53,28.724320151999997,92.04784216600001,5.8,25.315405238,grapes
144.0,36.0,77.0,0.16,0.526,0.176,49.12,109.33,14.29,50.24,34.73,28.57461183,92.65444307599999,6.3,24.652424112,grapes
157.0,48.0,96.0,0.17,0.5539999999999999,0.077,37.58,50.11,16.42,49.38,44.25,27.938309154000002,90.87959886,5.6,42.807386208000004,grapes
112.0,51.0,82.0,0.14,0.35200000000000004,0.026,32.85,103.8,11.12,78.74,35.88,27.270646812000003,82.489877506,6.5,110.20097011200001,grapes
105.0,38.0,73.0,0.12,0.552,0.164,34.12,121.53,10.85,52.55,34.97,28.82246369,90.95351238999999,6.1,23.263778081999998,grapes
111.0,51.0,65.0,0.17,0.356,0.035,49.96,148.12,18.11,96.33,33.7,27.270646812000003,82.489877506,5.7,110.20097011200001,grapes
119.0,67.0,64.0,0.13,0.138,0.086,30.97,114.2,21.69,118.04,34.87,27.274868906000002,82.34776315799999,5.7,107.022369056,grapes
153.0,49.0,68.0,0.12,0.37,0.145,46.67,109.07,12.16,62.63,40.29,27.186181599999998,88.546205348,6.3,47.44750237,grapes
126.0,46.0,66.0,0.13,0.26,0.167,37.79,145.21,24.95,133.91,37.29,28.589987193999995,92.225628898,6.2,25.578836242,grapes
118.0,32.0,98.0,0.14,0.4880000000000001,0.157,40.52,83.19,11.81,110.55,49.58,28.672089716,91.761859402,5.7,25.743621228000002,grapes
139.0,38.0,93.0,0.21,0.568,0.142,43.58,113.1,11.64,73.56,36.4,28.724320151999997,92.04784216600001,5.8,25.315405238,grapes
122.0,40.0,88.0,0.21,0.44800000000000006,0.037,32.59,118.4,13.58,54.08,30.08,28.74590759,91.847995984,5.5,24.97148239,grapes
138.0,36.0,80.0,0.17,0.4119999999999999,0.168,49.8,68.65,17.66,75.39,44.38,28.57461183,92.654443076,5.8,24.652424112,grapes
105.0,63.0,92.0,0.18,0.39,0.17,41.52,118.65,17.41,100.65,46.6,27.270646812000003,82.489877506,6.4,110.20097011200001,grapes
108.0,49.0,96.0,0.22,0.434,0.095,47.56,138.31,6.17,46.44,47.76,28.593253822,85.306140744,6.1,75.416195408,grapes
136.0,30.0,65.0,0.21,0.32999999999999996,0.15,44.48,63.69,7.13,95.25,42.65,28.574611830000002,92.65444307599999,6.0,24.652424112,grapes
174.0,68.0,92.0,0.16,0.434,0.113,44.77,98.87,15.36,95.42,25.17,27.038744407999996,80.97174231599999,6.5,108.03551190199998,grapes
127.0,31.0,84.0,0.16,0.568,0.105,34.08,104.14,6.35,68.28,31.06,28.724320152,92.047842166,6.3,25.315405238,grapes
142.0,34.0,83.0,0.23,0.604,0.162,43.96,133.11,10.38,60.52,40.92,28.724320151999997,92.04784216600001,6.4,25.315405238,grapes
110.0,32.0,61.0,0.23,0.562,0.086,49.86,57.08,17.59,35.93,44.8,29.096231572,91.60005584199999,6.3,25.483375362,grapes
103.0,30.0,85.0,0.2,0.396,0.187,37.03,118.77,19.5,59.39,43.38,28.82246369,90.95351238999999,6.5,23.263778081999998,grapes
174.0,44.0,88.0,0.19,0.40800000000000003,0.129,40.97,98.45,21.89,91.13,41.47,27.938309154000002,90.87959886,5.9,42.807386208000004,grapes
120.0,30.0,95.0,0.14,0.53,0.168,39.55,129.92,23.74,39.26,27.81,28.405532278,92.42878812199999,6.0,26.671330696000002,grapes
155.0,66.0,78.0,0.21,0.434,0.083,35.12,86.18,5.55,67.81,32.28,27.081283764,80.732498762,6.4,107.459686362,grapes
102.0,43.0,78.0,0.14,0.396,0.037,47.37,121.0,12.92,72.13,30.51,28.93639225,90.864082062,5.7,23.782296508,grapes
139.0,41.0,83.0,0.2,0.33399999999999996,0.08,46.79,125.48,19.38,115.82,28.42,28.57461183,92.654443076,6.0,24.652424112,grapes
168.0,54.0,93.0,0.19,0.5359999999999999,0.089,34.81,73.32,20.76,63.59,38.72,27.68971241,85.87231014800001,6.4,72.183383006,grapes
174.0,58.0,72.0,0.2,0.47000000000000003,0.19,44.04,142.65,10.08,92.32,43.55,26.739655210000002,79.598978102,5.5,103.98579492000002,grapes
154.0,41.0,99.0,0.21,0.4119999999999999,0.138,41.26,89.15,18.96,115.82,27.68,28.724320151999997,92.04784216600001,5.7,25.315405238,grapes
114.0,53.0,64.0,0.13,0.21600000000000003,0.153,31.38,108.36,13.5,66.57,47.14,27.5047984,82.02063983800001,5.8,106.26627794600002,grapes
171.0,51.0,87.0,0.22,0.5359999999999999,0.139,36.56,57.31,18.52,32.46,40.68,27.938309154000002,90.87959886,6.3,42.807386208000004,grapes
171.0,32.0,93.0,0.23,0.40800000000000003,0.115,45.65,141.12,19.86,126.25,36.93,27.714636987999995,90.83246387,6.0,29.895364388,grapes
155.0,68.0,90.0,0.21,0.35,0.043,33.38,68.39,15.61,143.41,34.38,27.038744408000003,80.97174231599999,5.9,108.03551190199998,grapes
176.0,48.0,63.0,0.22,0.29400000000000004,0.066,39.44,122.45,17.88,105.73,39.19,24.09672238,78.700663778,6.1,89.62375549599999,grapes
176.0,58.0,65.0,0.11,0.47000000000000003,0.108,48.61,144.58,24.15,50.68,26.21,24.74932708,79.95343387999999,6.3,96.52894590000001,grapes
114.0,47.0,78.0,0.14,0.568,0.092,36.23,80.38,19.05,35.23,40.41,28.380987247999997,88.670044534,6.1,44.255036944,grapes
140.0,47.0,93.0,0.12,0.29799999999999993,0.133,33.25,102.57,15.48,135.73,29.09,28.16183535,90.359134532,5.8,42.698228496,grapes
134.0,38.0,84.0,0.2,0.26000000000000006,0.187,43.85,142.59,15.31,85.77,45.08,28.724320151999997,92.04784216600001,6.4,25.315405238,grapes
152.0,65.0,92.0,0.15,0.25600000000000006,0.135,32.97,146.74,18.51,103.49,47.64,27.038744408000003,80.97174231599999,6.0,108.03551190199998,grapes
116.0,67.0,61.0,0.16,0.256,0.112,37.93,91.5,15.7,147.28,29.82,27.5047984,82.020639838,5.6,106.26627794600002,grapes
151.0,62.0,82.0,0.16,0.256,0.111,40.95,109.41,8.35,142.26,27.83,27.5140201,80.672860128,5.8,103.132343296,grapes
111.0,64.0,62.0,0.16,0.276,0.135,34.16,60.16,20.86,111.83,39.67,27.270646812000003,82.489877506,5.7,110.20097011200001,grapes
160.0,35.0,80.0,0.23,0.372,0.109,37.01,87.43,15.84,145.86,42.23,28.574611830000002,92.65444307599999,5.9,24.652424112,grapes
145.0,48.0,81.0,0.15,0.21600000000000003,0.178,47.53,129.52,8.66,143.29,45.15,27.938309154000002,90.87959886,6.4,42.807386208000004,grapes
119.0,48.0,89.0,0.23,0.44800000000000006,0.097,49.77,66.62,13.52,49.53,43.82,27.561361979999997,85.98954686200001,5.6,80.23981412399999,grapes
170.0,40.0,69.0,0.11,0.37,0.064,37.02,132.94,20.62,57.34,39.3,27.289064064,90.29402954399998,6.1,38.406496434000005,grapes
129.0,52.0,64.0,0.12,0.29400000000000004,0.037,49.74,105.14,24.73,114.21,38.4,28.18096592,84.32983628000001,5.6,88.19287992,grapes
148.0,34.0,98.0,0.19,0.292,0.13,32.43,145.22,19.68,120.58,44.26,28.724320152,92.047842166,6.3,25.315405238,grapes
161.0,47.0,61.0,0.2,0.29400000000000004,0.149,49.67,123.14,12.82,96.12,47.79,25.16210356,82.248742424,6.5,78.483141516,grapes
175.0,41.0,81.0,0.11,0.40800000000000003,0.093,47.23,74.26,8.29,101.88,39.42,28.574611830000002,92.65444307599999,5.8,24.652424112,grapes
175.0,47.0,60.0,0.18,0.29400000000000004,0.145,42.14,115.34,7.29,87.72,30.5,24.09672238,78.70066377799999,6.3,89.62375549599999,grapes
154.0,69.0,88.0,0.16,0.5359999999999999,0.043,47.74,102.0,14.62,45.64,35.59,27.038744408000003,80.97174231599999,5.6,108.03551190199998,grapes
161.0,69.0,60.0,0.2,0.476,0.138,48.68,52.11,5.0,60.91,25.97,26.909061475999998,79.46905589399998,6.4,107.05553660400001,grapes
179.0,59.0,88.0,0.2,0.40800000000000003,0.043,47.56,100.56,10.62,134.01,34.14,27.081283764,80.732498762,6.3,107.459686362,grapes
165.0,35.0,92.0,0.21,0.372,0.019,45.26,84.9,18.08,100.74,34.52,28.500793955999995,92.56830649399998,5.8,25.424562950000002,grapes
147.0,60.0,64.0,0.12,0.29400000000000004,0.043,34.46,70.29,15.39,140.79,36.79,27.011135346000003,80.93827390999999,6.2,97.95436620199999,grapes
148.0,54.0,79.0,0.18,0.488,0.022,30.59,88.26,16.81,89.39,49.41,27.633148830000003,81.903403124,5.7,98.209846828,grapes
110.0,47.0,93.0,0.17,0.35600000000000004,0.029,30.64,142.64,16.42,52.27,40.21,28.641047274000005,87.021381202,5.9,61.22901735000001,grapes
105.0,52.0,87.0,0.2,0.44800000000000006,0.177,49.41,125.32,9.41,145.88,29.37,27.270646812000003,82.489877506,6.4,110.20097011200001,grapes
128.0,33.0,66.0,0.12,0.21600000000000003,0.166,30.51,125.83,9.78,121.09,38.41,28.57461183,92.654443076,6.0,24.652424112,grapes
153.0,35.0,96.0,0.23,0.608,0.139,42.86,91.72,7.54,39.13,30.82,28.724320152,92.047842166,6.5,25.315405238,grapes
160.0,52.0,66.0,0.17,0.59,0.049,44.99,87.3,19.64,30.01,39.57,24.74932708,79.95343387999999,6.2,96.52894590000001,grapes
125.0,44.0,62.0,0.11,0.21600000000000003,0.187,31.75,133.79,11.89,120.35,28.91,28.589987193999995,92.22562889800001,6.2,25.578836242,grapes
120.0,33.0,100.0,0.22,0.43400000000000005,0.131,47.92,144.3,11.6,124.53,47.65,28.672089716,91.761859402,5.8,25.743621228000002,grapes
142.0,27.0,57.0,0.8,0.41600000000000004,0.223,21.32,117.1,23.32,678.21,11.31,28.339973778,92.54001873,6.2,25.049079664,grapes
132.0,29.0,82.0,0.2,0.31800000000000006,0.198,25.32,255.99,25.99,273.04,12.85,28.724320152,92.047842166,6.7,25.315405238,grapes
177.0,76.0,301.0,1.45,0.45999999999999996,0.0232,17.99,165.21,12.43,64.55,7.38,22.21288682,83.68294915999999,7.2,79.901322328,grapes
172.0,95.0,342.0,0.83,0.454,0.0142,20.01,205.77,16.01,60.21,4.36,22.366815898,81.326581818,6.5,69.91583396799999,grapes
133.0,25.0,64.0,0.78,0.6100000000000001,0.239,29.7,211.08,29.19,995.84,26.51,28.500793955999995,92.56830649399998,6.8,25.424562950000002,mulberry
129.0,29.0,55.0,0.53,0.332,0.295,26.34,164.02,22.48,305.54,16.09,28.574611830000002,92.65444307599999,6.0,24.652424112,mulberry
133.0,14.0,110.0,0.85,0.454,0.297,24.48,108.88,17.95,1490.6,13.55,27.820516809999997,91.051230078,6.2,30.687606498,mulberry
147.0,15.0,75.0,0.23,0.41600000000000004,0.24,24.64,258.32,31.4,986.31,24.99,27.904666631999998,90.555859776,6.1,29.728336591999998,mulberry
116.0,22.0,76.0,0.43,0.31799999999999995,0.248,27.87,276.72,30.93,563.72,21.1,28.364026508000002,92.16052976400002,6.4,26.456087302000004,mulberry
126.0,12.0,53.0,0.11,0.30000000000000004,0.203,27.67,195.22,24.51,566.63,14.94,28.652443889999994,91.931634836,6.2,25.640137304,mulberry
173.0,13.0,66.0,0.87,0.29400000000000004,0.221,22.94,232.42,23.78,221.47,19.06,27.351778226,89.12675347,6.7,33.57548443,mulberry
121.0,26.0,54.0,0.77,0.61,0.254,24.33,214.29,20.4,1076.67,13.47,28.57461183,92.654443076,6.6,24.652424112,mulberry
124.0,19.0,72.0,0.32,0.454,0.204,24.69,251.61,26.86,1195.74,16.06,27.61937531,90.692945498,6.4,31.142132134,mulberry
139.0,20.0,76.0,0.41,0.28,0.222,29.49,254.19,21.05,517.91,17.2,27.703525132,90.197575196,6.5,30.182862227999998,mulberry
145.0,14.0,68.0,0.71,0.61,0.202,26.85,260.73,21.04,1454.81,21.06,27.904666631999998,90.55585977599999,6.6,29.728336591999998,mulberry
162.0,29.0,60.0,0.53,0.6100000000000001,0.265,28.82,163.46,28.61,1420.72,13.65,27.471572618,89.680272688,6.4,36.763902546000004,mulberry
177.0,21.0,71.0,0.48,0.41600000000000004,0.273,22.31,134.31,19.91,1111.6,22.53,26.976162634,89.155898886,6.0,34.98796418,mulberry
118.0,14.0,72.0,0.2,0.5519999999999999,0.208,26.92,275.89,24.72,1307.7,15.8,28.324124185999995,92.94435805,6.8,25.725179054,mulberry
112.0,18.0,51.0,0.31,0.5519999999999999,0.211,21.8,160.55,22.37,1206.77,18.4,27.988909225999997,93.303980354,6.3,24.054016476,mulberry
162.0,16.0,67.0,0.32,0.31799999999999995,0.218,27.57,139.76,22.53,469.08,30.0,27.75495831,91.162460686,6.2,29.065355466,mulberry
149.0,23.0,72.0,0.23,0.31799999999999995,0.293,27.95,209.9,30.7,453.21,26.99,27.577888722,90.65891135000001,6.0,28.730225558,mulberry
114.0,11.0,70.0,0.54,0.41600000000000004,0.249,28.37,130.21,33.32,461.73,20.66,28.473243317999998,92.89025933399998,6.2,26.317506264000002,mulberry
124.0,29.0,105.0,0.16,0.396,0.281,21.08,247.91,26.76,1155.23,10.35,27.61937531,90.692945498,6.1,31.142132134,mulberry
127.0,11.0,57.0,0.52,0.6100000000000001,0.287,24.84,133.52,17.75,912.7,26.29,28.410992615999998,92.70398193199999,6.4,23.413844860000005,mulberry
124.0,13.0,106.0,0.65,0.434,0.278,21.46,273.06,26.85,301.1,27.27,27.820516809999997,91.051230078,6.5,30.687606498,mulberry
164.0,16.0,61.0,0.62,0.13799999999999998,0.239,28.69,139.58,25.75,245.67,16.19,27.75495831,91.162460686,6.1,29.065355466,mulberry
130.0,19.0,107.0,0.76,0.396,0.268,25.41,188.45,18.79,1358.0,23.14,27.61937531,90.692945498,6.3,31.142132134,mulberry
129.0,21.0,103.0,0.26,0.396,0.26,23.36,249.72,32.53,596.0,13.74,27.61937531,90.692945498,6.4,31.142132134,mulberry
133.0,20.0,75.0,0.74,0.5519999999999999,0.207,26.35,152.96,18.15,1354.43,12.93,27.61937531,90.692945498,6.1,31.142132134,mulberry
115.0,26.0,75.0,0.54,0.552,0.241,26.18,134.71,17.59,1506.23,23.59,28.364026508000002,92.16052976400002,6.3,26.456087301999997,mulberry
157.0,10.0,105.0,0.19,0.31799999999999995,0.213,27.05,257.79,29.23,1013.28,20.18,27.512598404,89.15504123400001,6.3,33.950967715999994,mulberry
152.0,28.0,97.0,0.62,0.41600000000000004,0.251,22.28,106.45,23.25,1009.95,15.93,27.927438517999995,90.294275136,6.8,30.42966606,mulberry
130.0,14.0,69.0,0.56,0.41600000000000004,0.273,24.6,143.25,31.72,726.91,11.52,28.382760392,92.690372762,6.8,25.970001228,mulberry
152.0,27.0,92.0,0.35,0.318,0.286,29.86,273.27,18.93,718.75,13.83,27.927438517999995,90.294275136,6.3,30.42966606,mulberry
138.0,20.0,97.0,0.22,0.318,0.299,26.14,148.39,26.6,942.57,22.27,27.61937531,90.692945498,6.3,31.142132134,mulberry
180.0,17.0,62.0,0.44,0.41600000000000004,0.252,28.38,262.68,27.08,1347.93,14.16,26.487496502,88.549052384,6.0,43.62777568,mulberry
163.0,27.0,83.0,0.85,0.274,0.233,21.26,116.27,21.57,410.47,16.13,27.714636987999995,90.83246387,6.2,29.895364388,mulberry
115.0,14.0,83.0,0.51,0.318,0.226,27.64,164.17,16.05,531.59,15.49,28.324124186,92.94435805,6.3,25.725179054,mulberry
172.0,18.0,110.0,0.46,0.318,0.291,24.07,144.97,29.7,1031.92,13.73,27.512598404,89.155041234,6.2,33.950967716,mulberry
139.0,27.0,61.0,0.75,0.41600000000000004,0.252,27.9,178.81,16.32,880.22,27.37,28.574611830000002,92.65444307599999,6.3,24.652424112,mulberry
156.0,17.0,94.0,0.54,0.41600000000000004,0.268,28.49,228.4,27.01,1254.57,10.79,27.512598404,89.155041234,6.4,33.950967716,mulberry
151.0,25.0,93.0,0.11,0.41600000000000004,0.22,23.44,207.95,25.38,1279.57,21.14,27.927438517999995,90.294275136,6.3,30.42966606,mulberry
120.0,26.0,79.0,0.29,0.35600000000000004,0.202,27.59,267.83,16.36,314.9,20.94,28.405532278,92.42878812199999,6.4,26.671330696000002,mulberry
176.0,23.0,91.0,0.45,0.21600000000000003,0.3,23.65,211.77,30.94,264.99,11.58,27.577888722,90.65891135,6.6,28.730225558,mulberry
154.0,20.0,102.0,0.78,0.31799999999999995,0.271,20.25,258.89,17.85,935.34,14.09,28.041414898,90.72941229599999,6.2,30.893475422,mulberry
143.0,27.0,90.0,0.42,0.41600000000000004,0.235,20.69,135.28,20.53,1330.33,20.24,27.927438517999995,90.294275136,6.3,30.42966606,mulberry
169.0,16.0,88.0,0.41,0.31799999999999995,0.298,20.51,115.84,23.09,564.66,22.77,27.351778226,89.12675347000001,6.3,33.57548443,mulberry
164.0,24.0,86.0,0.54,0.318,0.287,21.79,115.17,27.05,588.85,16.42,27.577888722,90.65891135000001,6.4,28.730225558,mulberry
161.0,20.0,99.0,0.74,0.41600000000000004,0.264,23.35,271.79,24.67,1567.22,27.97,27.512598404,89.155041234,6.5,33.950967716,mulberry
172.0,27.0,56.0,0.72,0.236,0.201,21.82,169.37,27.18,267.37,22.44,24.893520684,85.754752424,6.6,57.449595558,mulberry
165.0,26.0,79.0,0.81,0.6100000000000001,0.262,21.24,110.36,19.52,1468.03,23.11,27.577888722,90.65891135,6.6,28.730225558,mulberry
173.0,23.0,73.0,0.25,0.318,0.233,28.4,105.3,33.48,610.06,21.57,27.577888722,90.65891135,6.4,28.730225558,mulberry
124.0,21.0,54.0,0.81,0.41600000000000004,0.278,22.05,194.06,31.61,588.3,15.04,28.150215826,92.13592934799999,6.4,23.507829820000005,mulberry
129.0,17.0,52.0,0.3,0.41600000000000004,0.283,24.14,119.48,28.32,706.18,20.62,28.150215826,92.13592934800002,6.5,23.507829819999998,mulberry
165.0,20.0,88.0,0.82,0.61,0.298,29.13,131.61,19.45,1558.75,29.83,27.904666631999998,90.555859776,6.7,29.728336592000005,mulberry
149.0,12.0,104.0,0.73,0.27999999999999997,0.202,22.3,125.1,30.73,544.27,24.89,27.512598404,89.15504123400001,6.3,33.950967715999994,mulberry
112.0,12.0,85.0,0.6,0.454,0.246,29.34,136.57,16.3,859.59,12.29,28.473243317999998,92.89025933399998,6.0,26.317506263999995,mulberry
120.0,16.0,61.0,0.55,0.5519999999999999,0.227,22.12,114.46,18.59,1492.46,10.17,28.289254668,92.507605616,6.4,24.511349998,mulberry
166.0,20.0,102.0,0.12,0.28,0.208,21.33,249.36,32.49,790.07,15.69,27.512598404,89.155041234,6.5,33.950967716,mulberry
170.0,12.0,61.0,0.6,0.41600000000000004,0.239,29.53,235.22,23.64,1004.84,16.26,28.225533187999996,90.579384576,6.1,29.873713856000002,mulberry
139.0,21.0,103.0,0.84,0.396,0.226,21.71,164.9,27.51,1264.7,21.09,27.61937531,90.692945498,6.7,31.142132134,mulberry
114.0,15.0,97.0,0.42,0.396,0.261,25.47,256.3,33.85,601.33,21.57,28.324124185999995,92.94435805,6.6,25.725179054,mulberry
158.0,10.0,87.0,0.61,0.41600000000000004,0.298,27.39,228.47,19.12,1564.44,12.39,27.351778226,89.12675347000001,6.2,33.57548443,mulberry
117.0,14.0,108.0,0.68,0.31799999999999995,0.21,26.47,120.62,26.6,605.39,22.11,27.820516809999997,91.051230078,6.0,30.687606498,mulberry
169.0,17.0,72.0,0.34,0.41600000000000004,0.23,21.36,228.25,27.45,933.09,23.83,27.75495831,91.162460686,6.0,29.065355466,mulberry
